14,1
15,2
14,3
11,5
15,7
9,9
12,10
17,11
20,11
12,12
18,13
15,14
17,14
12,17
11,18
15,19
20,20
15,22
17,22
20,22
22,22
25,24
28,26
25,29
22,32
19,34
22,37
24,37
29,39
30,42
31,43
35,43
33,44
29,46
32,46
33,46
35,46
32,47
32,51
32,52
34,56
35,56
35,59
33,61
35,62
35,65
38,65
37,66
39,66
42,66
44,66
36,67
37,67
39,67
44,69
37,70
6,72
44,72
43,74
46,74
2,75
44,76
2,78
4,78
7,78
44,78
1,79
46,79
46,81
47,81
46,84
47,88
47,89
54,89
51,91
57,91
60,91
44,93
58,93
42,94
49,94
54,94
57,94
35,96
51,96
57,96
59,96
108,96
78,97
83,97
107,97
110,97
32,98
34,98
35,98
42,98
44,98
54,98
59,98
64,98
66,98
69,98
79,98
86,98
94,98
104,98
134,98
44,99
56,99
61,99
71,99
72,99
76,99
77,99
81,99
84,99
111,99
35,100
38,100
66,100
69,100
105,100
32,101
34,101
42,101
61,101
67,101
86,101
91,101
111,101
131,101
52,102
68,102
74,102
32,103
35,103
37,103
67,103
84,103
89,103
123,103
124,103
134,103
25,104
27,104
131,104
144,104
148,104
150,104
19,105
91,105
181,105
24,106
25,106
27,106
29,106
130,106
144,106
166,106
178,106
180,106
186,106
21,108
93,108
128,108
131,108
147,108
160,108
168,108
176,108
178,108
181,108
185,108
19,109
20,109
22,109
91,109
92,109
94,109
134,109
141,109
143,109
146,109
162,109
168,109
179,109
186,109
190,109
191,109
20,110
24,110
92,110
141,110
161,110
164,110
27,111
171,111
173,111
182,111
191,111
177,112
178,113
180,113
183,113
186,113
190,113
191,113
195,113
99,114
191,114
195,114
188,115
15,116
98,116
100,116
178,116
185,116
191,116
193,116
200,116
203,116
189,117
192,117
201,117
14,118
20,118
23,118
101,118
196,118
202,118
17,119
182,119
200,119
13,121
202,121
205,121
8,123
14,123
15,124
12,126
202,126
205,126
14,128
15,128
17,128
8,129
11,129
22,129
202,129
209,129
212,129
10,130
12,130
14,130
17,130
99,130
210,130
203,131
205,131
208,131
13,132
97,132
12,133
14,133
15,133
19,133
96,133
101,133
204,133
214,133
20,134
10,135
12,135
14,135
10,136
207,136
208,136
205,137
12,138
206,138
212,138
215,138
9,139
204,139
207,139
12,140
14,140
103,140
208,140
213,140
10,141
11,141
213,141
103,143
215,143
213,144
212,145
217,145
250,145
99,146
218,146
241,146
252,147
254,147
7,148
98,148
100,148
209,148
220,148
219,149
246,149
6,150
101,150
214,150
221,150
242,150
220,151
223,151
243,151
250,151
252,151
5,152
238,152
4,153
97,153
99,153
222,153
223,153
232,153
235,153
249,153
255,153
101,155
249,155
254,155
255,155
1,156
220,156
234,156
249,156
255,156
102,157
6,158
100,158
221,158
253,158
217,159
4,160
225,160
7,161
228,161
5,163
3,164
227,165
228,165
4,166
224,166
106,169
115,169
114,170
107,171
109,171
228,171
114,172
232,172
235,172
108,173
233,173
115,174
224,174
234,174
114,175
227,175
232,175
4,177
7,177
114,177
118,177
2,178
5,178
114,178
119,178
2,181
114,181
114,183
233,185
236,185
234,186
232,187
238,189
121,195
123,197
124,198
122,201
124,202
124,203
124,204
121,205
126,205
126,206
121,207
124,207
124,208
123,209
123,210
125,210
131,210
123,212
128,212
128,213
124,215
132,216
130,217
129,218
140,218
129,220
139,220
141,220
144,220
147,220
145,221
130,222
138,222
146,222
144,223
246,224
250,225
242,227
249,227
249,229
242,230
244,230
247,230
250,230
241,231
252,231
245,232
254,233
147,234
242,234
243,234
247,234
250,234
252,234
148,235
235,235
240,235
253,236
151,237
242,237
239,238
251,238
236,239
242,239
235,240
238,240
151,242
233,242
148,244
232,244
237,244
147,245
156,250
235,251
233,252
155,253
159,253
235,253
154,254
158,254
233,254
158,255
233,255
235,255
